District ID,District Name,School Year,Number of ELL Students,Total Enrollment,Percentage ELL
288,Achievement First Hartford Academy Inc.,2010-11,28,610,4.6
279,Amistad Academy District,2010-11,91,812,11.2
1,Andover School District,2010-11,2,334,0.6
2,Ansonia School District,2010-11,73,2619,2.8
244,Area Cooperative Educational Services,2010-11,46,1366,3.4
3,Ashford School District,2010-11,8,476,1.7
4,Avon School District,2010-11,53,3545,1.5
5,Barkhamsted School District,2010-11,2,343,0.6
7,Berlin School District,2010-11,66,3116,2.1
8,Bethany School District,2010-11,2,511,0.4
9,Bethel School District,2010-11,72,2938,2.5
11,Bloomfield School District,2010-11,38,2196,1.7
12,Bolton School District,2010-11,2,897,0.2
14,Branford School District,2010-11,129,3363,3.8
285,Bridgeport Achievement First,2010-11,32,409,7.8
15,Bridgeport School District,2010-11,2607,20087,13
17,Bristol School District,2010-11,261,8549,3.1
18,Brookfield School District,2010-11,25,2870,0.9
19,Brooklyn School District,2010-11,3,947,0.3
22,Canterbury School District,2010-11,1,524,0.2
23,Canton School District,2010-11,15,1777,0.8
241,Capitol Region Education Council,2010-11,95,4241,2.2
287,Charter School for Young Children on Asylum Hill,2010-11,2,225,0.9
25,Cheshire School District,2010-11,43,4770,0.9
26,Chester School District,2010-11,2,275,0.7
27,Clinton School District,2010-11,34,2029,1.7
28,Colchester School District,2010-11,23,3069,0.7
268,Common Ground High School District,2010-11,6,163,3.7
900,Connecticut Technical High School System,2010-11,273,10643,2.6
32,Coventry School District,2010-11,1,1822,0.1
33,Cromwell School District,2010-11,54,2016,2.7
34,Danbury School District,2010-11,1939,10343,18.7
35,Darien School District,2010-11,14,4820,0.3
36,Deep River School District,2010-11,14,351,4
37,Derby School District,2010-11,103,1463,7
40,East Granby School District,2010-11,5,889,0.6
41,East Haddam School District,2010-11,1,1335,0.1
42,East Hampton School District,2010-11,12,1958,0.6
43,East Hartford School District,2010-11,578,6624,8.7
44,East Haven School District,2010-11,207,3386,6.1
45,East Lyme School District,2010-11,35,3017,1.2
47,East Windsor School District,2010-11,29,1329,2.2
46,Easton School District,2010-11,2,1098,0.2
48,Ellington School District,2010-11,31,2726,1.1
289,Elm City College Preparatory School,2010-11,26,585,4.4
49,Enfield School District,2010-11,84,5766,1.5
50,Essex School District,2010-11,8,591,1.4
51,Fairfield School District,2010-11,224,10064,2.2
52,Farmington School District,2010-11,73,4053,1.8
54,Glastonbury School District,2010-11,89,6797,1.3
56,Granby School District,2010-11,9,2235,0.4
57,Greenwich School District,2010-11,457,8842,5.2
58,Griswold School District,2010-11,18,2005,0.9
59,Groton School District,2010-11,89,4965,1.8
60,Guilford School District,2010-11,34,3678,0.9
62,Hamden School District,2010-11,259,5897,4.4
64,Hartford School District,2010-11,3693,20899,17.7
65,Hartland School District,2010-11,1,221,0.5
67,Hebron School District,2010-11,1,1135,0.1
264,Integrated Day Charter School District,2010-11,13,331,3.9
265,Interdistrict School for Arts and Comm District,2010-11,10,182,5.5
261,Jumoke Academy District,2010-11,1,432,0.2
68,Kent School District,2010-11,1,287,0.3
69,Killingly School District,2010-11,54,2578,2.1
245,Learn,2010-11,122,1265,9.6
71,Lebanon School District,2010-11,3,1403,0.2
72,Ledyard School District,2010-11,31,2612,1.2
73,Lisbon School District,2010-11,1,534,0.2
74,Litchfield School District,2010-11,6,1169,0.5
76,Madison School District,2010-11,8,3563,0.2
77,Manchester School District,2010-11,335,6526,5.1
78,Mansfield School District,2010-11,37,1326,2.8
79,Marlborough School District,2010-11,3,673,0.4
80,Meriden School District,2010-11,942,8279,11.4
83,Middletown School District,2010-11,144,5189,2.8
84,Milford School District,2010-11,117,6958,1.7
85,Monroe School District,2010-11,26,3745,0.7
86,Montville School District,2010-11,103,2638,3.9
88,Naugatuck School District,2010-11,178,4525,3.9
89,New Britain School District,2010-11,1707,10054,17
90,New Canaan School District,2010-11,27,4123,0.7
91,New Fairfield School District,2010-11,20,2919,0.7
92,New Hartford School District,2010-11,2,608,0.3
93,New Haven School District,2010-11,2446,19048,12.8
95,New London School District,2010-11,658,3040,21.6
96,New Milford School District,2010-11,128,4744,2.7
94,Newington School District,2010-11,144,4416,3.3
97,Newtown School District,2010-11,8,5363,0.1
99,North Branford School District,2010-11,22,2286,1
100,North Canaan School District,2010-11,10,318,3.1
101,North Haven School District,2010-11,53,3576,1.5
102,North Stonington School District,2010-11,1,796,0.1
103,Norwalk School District,2010-11,1360,11050,12.3
901,Norwich Free Academy,2010-11,97,2381,4.1
104,Norwich School District,2010-11,432,3754,11.5
106,Old Saybrook School District,2010-11,31,1569,2
107,Orange School District,2010-11,18,1277,1.4
108,Oxford School District,2010-11,31,2197,1.4
283,Park City Prep Charter School,2010-11,1,250,0.4
109,Plainfield School District,2010-11,19,2604,0.7
110,Plainville School District,2010-11,80,2417,3.3
111,Plymouth School District,2010-11,12,1727,0.7
112,Pomfret School District,2010-11,9,513,1.8
113,Portland School District,2010-11,7,1404,0.5
114,Preston School District,2010-11,10,430,2.3
116,Putnam School District,2010-11,37,1287,2.9
117,Redding School District,2010-11,2,1243,0.2
204,Regional School District 04,2010-11,6,973,0.6
205,Regional School District 05,2010-11,7,2475,0.3
206,Regional School District 06,2010-11,13,1042,1.2
207,Regional School District 07,2010-11,3,1092,0.3
208,Regional School District 08,2010-11,3,1765,0.2
209,Regional School District 09,2010-11,1,968,0.1
210,Regional School District 10,2010-11,21,2755,0.8
212,Regional School District 12,2010-11,2,912,0.2
213,Regional School District 13,2010-11,10,2036,0.5
214,Regional School District 14,2010-11,25,2038,1.2
215,Regional School District 15,2010-11,19,4417,0.4
216,Regional School District 16,2010-11,25,2536,1
217,Regional School District 17,2010-11,5,2473,0.2
218,Regional School District 18,2010-11,5,1493,0.3
219,Regional School District 19,2010-11,8,1189,0.7
118,Ridgefield School District,2010-11,42,5419,0.8
119,Rocky Hill School District,2010-11,73,2576,2.8
121,Salem School District,2010-11,2,461,0.4
124,Seymour School District,2010-11,77,2410,3.2
126,Shelton School District,2010-11,146,5286,2.8
127,Sherman School District,2010-11,2,408,0.5
270,Side By Side Community School District,2010-11,18,233,7.7
128,Simsbury School District,2010-11,59,4756,1.2
129,Somers School District,2010-11,10,1630,0.6
132,South Windsor School District,2010-11,76,4553,1.7
131,Southington School District,2010-11,116,6790,1.7
133,Sprague School District,2010-11,2,371,0.5
134,Stafford School District,2010-11,16,1854,0.9
135,Stamford School District,2010-11,2137,15281,14
137,Stonington School District,2010-11,9,2468,0.4
138,Stratford School District,2010-11,320,7270,4.4
139,Suffield School District,2010-11,9,2499,0.4
269,The Bridge Academy District,2010-11,3,271,1.1
902,The Gilbert School,2010-11,6,325,1.8
140,Thomaston School District,2010-11,3,1121,0.3
141,Thompson School District,2010-11,4,1263,0.3
142,Tolland School District,2010-11,14,3046,0.5
143,Torrington School District,2010-11,317,4507,7
144,Trumbull School District,2010-11,106,6744,1.6
146,Vernon School District,2010-11,82,3583,2.3
148,Wallingford School District,2010-11,243,6538,3.7
151,Waterbury School District,2010-11,1987,17694,11.2
152,Waterford School District,2010-11,34,2800,1.2
153,Watertown School District,2010-11,63,3175,2
155,West Hartford School District,2010-11,570,10190,5.6
156,West Haven School District,2010-11,630,6194,10.2
154,Westbrook School District,2010-11,24,946,2.5
157,Weston School District,2010-11,12,2521,0.5
158,Westport School District,2010-11,61,5720,1.1
159,Wethersfield School District,2010-11,184,3792,4.9
160,Willington School District,2010-11,4,511,0.8
161,Wilton School District,2010-11,25,4315,0.6
162,Winchester School District,2010-11,19,942,2
163,Windham School District,2010-11,835,3124,26.7
165,Windsor Locks School District,2010-11,58,1785,3.2
164,Windsor School District,2010-11,97,3613,2.7
166,Wolcott School District,2010-11,35,2738,1.3
167,Woodbridge School District,2010-11,20,723,2.8
903,Woodstock Academy,2010-11,1,1096,0.1
169,Woodstock School District,2010-11,9,925,1
288,Achievement First Hartford Academy Inc.,2009-10,21,440,4.8
279,Amistad Academy District,2009-10,88,744,11.8
1,Andover School District,2009-10,5,336,1.5
2,Ansonia School District,2009-10,79,2725,2.9
244,Area Cooperative Educational Services,2009-10,44,1473,3
3,Ashford School District,2009-10,10,475,2.1
4,Avon School District,2009-10,49,3586,1.4
5,Barkhamsted School District,2009-10,3,345,0.9
7,Berlin School District,2009-10,62,3159,2
9,Bethel School District,2009-10,95,3042,3.1
11,Bloomfield School District,2009-10,18,2280,0.8
12,Bolton School District,2009-10,3,880,0.3
14,Branford School District,2009-10,97,3444,2.8
285,Bridgeport Achievement First,2009-10,15,238,6.3
15,Bridgeport School District,2009-10,2638,19933,13.2
17,Bristol School District,2009-10,245,8659,2.8
18,Brookfield School District,2009-10,33,2898,1.1
22,Canterbury School District,2009-10,1,551,0.2
23,Canton School District,2009-10,13,1762,0.7
241,Capitol Region Education Council,2009-10,138,3565,3.9
287,Charter School for Young Children on Asylum Hill,2009-10,2,185,1.1
25,Cheshire School District,2009-10,27,4932,0.5
26,Chester School District,2009-10,4,299,1.3
27,Clinton School District,2009-10,42,2024,2.1
28,Colchester School District,2009-10,30,3204,0.9
30,Columbia School District,2009-10,1,554,0.2
268,Common Ground High School District,2009-10,7,160,4.4
900,Connecticut Technical High School System,2009-10,288,10469,2.8
32,Coventry School District,2009-10,2,1898,0.1
33,Cromwell School District,2009-10,51,2048,2.5
34,Danbury School District,2009-10,1896,10186,18.6
35,Darien School District,2009-10,14,4784,0.3
36,Deep River School District,2009-10,18,349,5.2
37,Derby School District,2009-10,110,1449,7.6
40,East Granby School District,2009-10,10,904,1.1
41,East Haddam School District,2009-10,1,1386,0.1
42,East Hampton School District,2009-10,12,2018,0.6
43,East Hartford School District,2009-10,585,6773,8.6
44,East Haven School District,2009-10,177,3475,5.1
45,East Lyme School District,2009-10,30,3047,1
47,East Windsor School District,2009-10,56,1379,4.1
46,Easton School District,2009-10,2,1114,0.2
48,Ellington School District,2009-10,32,2667,1.2
289,Elm City College Preparatory School,2009-10,48,547,8.8
49,Enfield School District,2009-10,82,5988,1.4
50,Essex School District,2009-10,7,593,1.2
51,Fairfield School District,2009-10,226,9973,2.3
52,Farmington School District,2009-10,61,4085,1.5
54,Glastonbury School District,2009-10,101,6816,1.5
56,Granby School District,2009-10,7,2275,0.3
57,Greenwich School District,2009-10,486,8847,5.5
58,Griswold School District,2009-10,24,2060,1.2
59,Groton School District,2009-10,72,5029,1.4
60,Guilford School District,2009-10,41,3711,1.1
62,Hamden School District,2009-10,253,5844,4.3
63,Hampton School District,2009-10,1,143,0.7
64,Hartford School District,2009-10,3691,21106,17.5
67,Hebron School District,2009-10,2,1172,0.2
264,Integrated Day Charter School District,2009-10,15,330,4.5
265,Interdistrict School for Arts and Comm District,2009-10,8,182,4.4
68,Kent School District,2009-10,1,282,0.4
69,Killingly School District,2009-10,59,2583,2.3
245,Learn,2009-10,125,1088,11.5
71,Lebanon School District,2009-10,2,1447,0.1
72,Ledyard School District,2009-10,33,2661,1.2
74,Litchfield School District,2009-10,6,1201,0.5
76,Madison School District,2009-10,7,3635,0.2
77,Manchester School District,2009-10,328,6601,5
78,Mansfield School District,2009-10,16,1271,1.3
79,Marlborough School District,2009-10,6,669,0.9
80,Meriden School District,2009-10,926,8361,11.1
83,Middletown School District,2009-10,105,5165,2
84,Milford School District,2009-10,124,7135,1.7
85,Monroe School District,2009-10,19,3894,0.5
86,Montville School District,2009-10,119,2668,4.5
88,Naugatuck School District,2009-10,210,4780,4.4
89,New Britain School District,2009-10,1642,10155,16.2
90,New Canaan School District,2009-10,23,4077,0.6
91,New Fairfield School District,2009-10,30,3029,1
93,New Haven School District,2009-10,2364,18726,12.6
95,New London School District,2009-10,645,2977,21.7
96,New Milford School District,2009-10,123,4857,2.5
94,Newington School District,2009-10,143,4467,3.2
97,Newtown School District,2009-10,13,5403,0.2
99,North Branford School District,2009-10,18,2338,0.8
100,North Canaan School District,2009-10,6,328,1.8
101,North Haven School District,2009-10,48,3683,1.3
102,North Stonington School District,2009-10,2,791,0.3
103,Norwalk School District,2009-10,1255,10856,11.6
901,Norwich Free Academy,2009-10,85,2421,3.5
104,Norwich School District,2009-10,401,3804,10.5
106,Old Saybrook School District,2009-10,53,1591,3.3
107,Orange School District,2009-10,5,1297,0.4
108,Oxford School District,2009-10,50,2156,2.3
283,Park City Prep Charter School,2009-10,6,242,2.5
109,Plainfield School District,2009-10,27,2722,1
110,Plainville School District,2009-10,80,2482,3.2
111,Plymouth School District,2009-10,12,1782,0.7
112,Pomfret School District,2009-10,6,532,1.1
113,Portland School District,2009-10,5,1436,0.3
114,Preston School District,2009-10,11,431,2.6
116,Putnam School District,2009-10,39,1225,3.2
117,Redding School District,2009-10,5,1265,0.4
204,Regional School District 04,2009-10,9,972,0.9
205,Regional School District 05,2009-10,11,2483,0.4
206,Regional School District 06,2009-10,16,1057,1.5
208,Regional School District 08,2009-10,1,1729,0.1
209,Regional School District 09,2009-10,1,958,0.1
210,Regional School District 10,2009-10,21,2817,0.7
212,Regional School District 12,2009-10,8,939,0.9
213,Regional School District 13,2009-10,13,2084,0.6
214,Regional School District 14,2009-10,13,2085,0.6
215,Regional School District 15,2009-10,34,4542,0.7
216,Regional School District 16,2009-10,29,2585,1.1
217,Regional School District 17,2009-10,6,2500,0.2
218,Regional School District 18,2009-10,7,1481,0.5
219,Regional School District 19,2009-10,11,1197,0.9
118,Ridgefield School District,2009-10,24,5442,0.4
119,Rocky Hill School District,2009-10,86,2640,3.3
121,Salem School District,2009-10,1,490,0.2
124,Seymour School District,2009-10,60,2426,2.5
126,Shelton School District,2009-10,132,5458,2.4
127,Sherman School District,2009-10,2,444,0.5
270,Side By Side Community School District,2009-10,9,232,3.9
128,Simsbury School District,2009-10,48,4865,1
129,Somers School District,2009-10,9,1650,0.5
132,South Windsor School District,2009-10,112,4654,2.4
131,Southington School District,2009-10,106,6798,1.6
133,Sprague School District,2009-10,3,351,0.9
134,Stafford School District,2009-10,18,1839,1
135,Stamford School District,2009-10,2037,14995,13.6
137,Stonington School District,2009-10,13,2499,0.5
138,Stratford School District,2009-10,323,7309,4.4
139,Suffield School District,2009-10,12,2558,0.5
269,The Bridge Academy District,2009-10,1,263,0.4
902,The Gilbert School,2009-10,16,381,4.2
140,Thomaston School District,2009-10,8,1168,0.7
141,Thompson School District,2009-10,5,1324,0.4
142,Tolland School District,2009-10,12,3152,0.4
143,Torrington School District,2009-10,341,4631,7.4
144,Trumbull School District,2009-10,70,6739,1
146,Vernon School District,2009-10,61,3669,1.7
148,Wallingford School District,2009-10,254,6646,3.8
151,Waterbury School District,2009-10,1956,17666,11.1
152,Waterford School District,2009-10,27,2866,0.9
153,Watertown School District,2009-10,57,3237,1.8
155,West Hartford School District,2009-10,630,10171,6.2
156,West Haven School District,2009-10,552,6234,8.9
154,Westbrook School District,2009-10,22,972,2.3
157,Weston School District,2009-10,17,2552,0.7
158,Westport School District,2009-10,68,5661,1.2
159,Wethersfield School District,2009-10,163,3810,4.3
160,Willington School District,2009-10,2,543,0.4
161,Wilton School District,2009-10,20,4341,0.5
162,Winchester School District,2009-10,28,961,2.9
163,Windham School District,2009-10,805,3196,25.2
165,Windsor Locks School District,2009-10,69,1802,3.8
164,Windsor School District,2009-10,134,3758,3.6
166,Wolcott School District,2009-10,42,2751,1.5
167,Woodbridge School District,2009-10,17,733,2.3
169,Woodstock School District,2009-10,6,917,0.7
1,Andover School District,2008-09,3,334,0.9
2,Ansonia School District,2008-09,73,2674,2.7
244,Area Cooperative Educational Services,2008-09,47,1463,3.2
3,Ashford School District,2008-09,8,485,1.6
4,Avon School District,2008-09,44,3558,1.2
5,Barkhamsted School District,2008-09,2,341,0.6
7,Berlin School District,2008-09,79,3218,2.5
9,Bethel School District,2008-09,98,3073,3.2
11,Bloomfield School District,2008-09,9,2158,0.4
12,Bolton School District,2008-09,1,861,0.1
13,Bozrah School District,2008-09,4,256,1.6
14,Branford School District,2008-09,93,3402,2.7
285,Bridgeport Achievement First,2008-09,1,160,0.6
15,Bridgeport School District,2008-09,2723,20254,13.4
17,Bristol School District,2008-09,258,8789,2.9
18,Brookfield School District,2008-09,43,2945,1.5
22,Canterbury School District,2008-09,1,599,0.2
23,Canton School District,2008-09,13,1748,0.7
241,Capitol Region Education Council,2008-09,104,3035,3.4
25,Cheshire School District,2008-09,41,4982,0.8
27,Clinton School District,2008-09,35,2084,1.7
28,Colchester School District,2008-09,20,3180,0.6
30,Columbia School District,2008-09,1,574,0.2
268,Common Ground High School District,2008-09,8,155,5.2
900,Connecticut Technical High School System,2008-09,332,10257,3.2
32,Coventry School District,2008-09,1,1938,0.1
33,Cromwell School District,2008-09,51,2019,2.5
34,Danbury School District,2008-09,1890,10041,18.8
35,Darien School District,2008-09,15,4721,0.3
36,Deep River School District,2008-09,16,353,4.5
37,Derby School District,2008-09,116,1462,7.9
40,East Granby School District,2008-09,6,898,0.7
42,East Hampton School District,2008-09,13,2048,0.6
43,East Hartford School District,2008-09,538,6788,7.9
44,East Haven School District,2008-09,195,3530,5.5
45,East Lyme School District,2008-09,18,3098,0.6
47,East Windsor School District,2008-09,57,1435,4
46,Easton School District,2008-09,2,1156,0.2
48,Ellington School District,2008-09,22,2634,0.8
49,Enfield School District,2008-09,83,6184,1.3
50,Essex School District,2008-09,7,594,1.2
51,Fairfield School District,2008-09,249,9827,2.5
52,Farmington School District,2008-09,69,4120,1.7
54,Glastonbury School District,2008-09,98,6848,1.4
56,Granby School District,2008-09,6,2270,0.3
57,Greenwich School District,2008-09,513,8869,5.8
58,Griswold School District,2008-09,25,2115,1.2
59,Groton School District,2008-09,94,5134,1.8
60,Guilford School District,2008-09,46,3765,1.2
62,Hamden School District,2008-09,200,5974,3.3
63,Hampton School District,2008-09,1,149,0.7
64,Hartford School District,2008-09,3085,21461,14.4
67,Hebron School District,2008-09,6,1172,0.5
264,Integrated Day Charter School District,2008-09,9,330,2.7
265,Interdistrict School for Arts and Comm District,2008-09,9,182,4.9
68,Kent School District,2008-09,2,284,0.7
69,Killingly School District,2008-09,55,2622,2.1
245,Learn,2008-09,72,1009,7.1
71,Lebanon School District,2008-09,2,1533,0.1
72,Ledyard School District,2008-09,34,2739,1.2
76,Madison School District,2008-09,10,3709,0.3
77,Manchester School District,2008-09,296,6771,4.4
78,Mansfield School District,2008-09,23,1277,1.8
79,Marlborough School District,2008-09,2,673,0.3
80,Meriden School District,2008-09,934,8611,10.8
83,Middletown School District,2008-09,103,5113,2
84,Milford School District,2008-09,165,7303,2.3
85,Monroe School District,2008-09,20,4045,0.5
86,Montville School District,2008-09,109,2754,4
88,Naugatuck School District,2008-09,198,4713,4.2
89,New Britain School District,2008-09,1676,10407,16.1
90,New Canaan School District,2008-09,19,4089,0.5
91,New Fairfield School District,2008-09,22,3052,0.7
93,New Haven School District,2008-09,2495,18751,13.3
95,New London School District,2008-09,679,3069,22.1
96,New Milford School District,2008-09,130,4894,2.7
94,Newington School District,2008-09,164,4510,3.6
97,Newtown School District,2008-09,11,5518,0.2
99,North Branford School District,2008-09,19,2398,0.8
100,North Canaan School District,2008-09,9,338,2.7
101,North Haven School District,2008-09,63,3807,1.7
103,Norwalk School District,2008-09,1281,10745,11.9
901,Norwich Free Academy,2008-09,77,2489,3.1
104,Norwich School District,2008-09,392,3862,10.2
106,Old Saybrook School District,2008-09,47,1621,2.9
107,Orange School District,2008-09,6,1316,0.5
108,Oxford School District,2008-09,43,2014,2.1
283,Park City Prep Charter School,2008-09,4,224,1.8
109,Plainfield School District,2008-09,22,2703,0.8
110,Plainville School District,2008-09,100,2479,4
111,Plymouth School District,2008-09,15,1848,0.8
113,Portland School District,2008-09,7,1429,0.5
114,Preston School District,2008-09,9,488,1.8
116,Putnam School District,2008-09,29,1241,2.3
117,Redding School District,2008-09,6,1301,0.5
204,Regional School District 04,2008-09,3,949,0.3
205,Regional School District 05,2008-09,5,2488,0.2
206,Regional School District 06,2008-09,17,1072,1.6
208,Regional School District 08,2008-09,1,1744,0.1
209,Regional School District 09,2008-09,2,957,0.2
210,Regional School District 10,2008-09,25,2847,0.9
212,Regional School District 12,2008-09,7,990,0.7
213,Regional School District 13,2008-09,11,2126,0.5
214,Regional School District 14,2008-09,20,2117,0.9
215,Regional School District 15,2008-09,26,4544,0.6
216,Regional School District 16,2008-09,34,2609,1.3
217,Regional School District 17,2008-09,5,2545,0.2
218,Regional School District 18,2008-09,4,1463,0.3
219,Regional School District 19,2008-09,11,1173,0.9
118,Ridgefield School District,2008-09,32,5538,0.6
119,Rocky Hill School District,2008-09,89,2613,3.4
124,Seymour School District,2008-09,49,2568,1.9
126,Shelton School District,2008-09,137,5547,2.5
127,Sherman School District,2008-09,1,458,0.2
270,Side By Side Community School District,2008-09,9,229,3.9
128,Simsbury School District,2008-09,56,4932,1.1
129,Somers School District,2008-09,11,1717,0.6
132,South Windsor School District,2008-09,118,4795,2.5
131,Southington School District,2008-09,105,6826,1.5
133,Sprague School District,2008-09,3,354,0.8
134,Stafford School District,2008-09,15,1903,0.8
135,Stamford School District,2008-09,2116,14797,14.3
137,Stonington School District,2008-09,10,2494,0.4
138,Stratford School District,2008-09,340,7288,4.7
139,Suffield School District,2008-09,5,2594,0.2
269,The Bridge Academy District,2008-09,1,262,0.4
902,The Gilbert School,2008-09,13,400,3.2
140,Thomaston School District,2008-09,5,1219,0.4
141,Thompson School District,2008-09,5,1389,0.4
142,Tolland School District,2008-09,20,3147,0.6
143,Torrington School District,2008-09,284,4636,6.1
144,Trumbull School District,2008-09,116,6690,1.7
146,Vernon School District,2008-09,66,3583,1.8
148,Wallingford School District,2008-09,251,6765,3.7
151,Waterbury School District,2008-09,2067,17833,11.6
152,Waterford School District,2008-09,30,2879,1
153,Watertown School District,2008-09,63,3336,1.9
155,West Hartford School District,2008-09,679,10067,6.7
156,West Haven School District,2008-09,498,6230,8
154,Westbrook School District,2008-09,13,968,1.3
157,Weston School District,2008-09,3,2585,0.1
158,Westport School District,2008-09,81,5709,1.4
159,Wethersfield School District,2008-09,168,3812,4.4
161,Wilton School District,2008-09,30,4378,0.7
162,Winchester School District,2008-09,33,981,3.4
163,Windham School District,2008-09,735,3214,22.9
165,Windsor Locks School District,2008-09,79,1845,4.3
